type,peak
A,0.504767
C,0.504767
A,0.472338
C,0.472338
A,0.504533
C,0.504533
A,0.475203
C,0.475203
A,0.504731
C,0.504731
A,0.474327
C,0.474327
A,0.505851
C,0.505851
A,0.476576
C,0.476576
A,0.504093
C,0.504093
A,0.474329
C,0.474329
A,0.503948
C,0.503948
A,0.474893
C,0.474893
A,0.504266
C,0.504266
A,0.474653
C,0.474653
A,0.504152
C,0.504152
