type,peak
C,0.212401
A,0.504397
C,0.504397
A,0.416464
C,0.213117
A,0.505124
C,0.505124
A,0.417185
C,0.211823
A,0.503473
C,0.503473
A,0.416348
C,0.212502
A,0.503832
C,0.503832
A,0.416459
C,0.212896
A,0.503614
C,0.503614
A,0.417105
C,0.214245
A,0.504302
C,0.504302
A,0.417214
C,0.213136
A,0.504045
C,0.504045
A,0.415892
C,0.215320
A,0.503690
C,0.503690
A,0.417206
C,0.212768
A,0.504597
C,0.504597
A,0.416174
C,0.212594
A,0.505075
C,0.505075
A,0.416909
C,0.212205
A,0.503952
C,0.503952
A,0.416131
C,0.212029
A,0.504266
C,0.504266
A,0.417237
C,0.211613
A,0.503682
C,0.503682
A,0.416302
C,0.212501
A,0.503553
C,0.503553
A,0.416596
C,0.215126
A,0.505466
C,0.505466
A,0.418015
C,0.213134
A,0.503924
C,0.503924
A,0.416836
C,0.211793
A,0.505614
C,0.505614
A,0.416098
C,0.211749
A,0.505065
C,0.505065
A,0.416809
C,0.212325
A,0.504377
C,0.504377
A,0.416621
C,0.212488
A,0.503280
C,0.503280
A,0.416628
C,0.212758
A,0.505180
C,0.505180
A,0.416595
C,0.213257
A,0.503824
C,0.503824
A,0.416300
C,0.212759
A,0.505871
C,0.505871
A,0.415283
C,0.213695
A,0.504287
C,0.504287
A,0.416711
C,0.213866
A,0.504999
C,0.504999
A,0.415601
C,0.212702
A,0.502565
C,0.502565
A,0.416508
C,0.212051
A,0.503722
C,0.503722
A,0.415872
C,0.214367
A,0.506528
C,0.506528
A,0.416976
C,0.213971
A,0.503658
C,0.503658
A,0.416878
C,0.213261
A,0.503950
C,0.503950
A,0.416921
C,0.213185
A,0.503473
C,0.503473
A,0.416883
C,0.212999
A,0.504968
C,0.504968
A,0.416200
C,0.213591
A,0.502628
C,0.502628
A,0.415011
C,0.212692
A,0.503391
C,0.503391
A,0.418443
C,0.213745
A,0.502803
C,0.502803
A,0.416094
C,0.213387
A,0.504796
C,0.504796
A,0.415643
C,0.213734
A,0.504485
C,0.504485
A,0.417390
C,0.212714
A,0.502954
C,0.502954
A,0.416946
C,0.212861
A,0.504599
C,0.504599
A,0.416417
C,0.211745
A,0.503604
C,0.503604
A,0.416578
C,0.212901
A,0.503271
C,0.503271
A,0.417217
C,0.212845
A,0.504649
C,0.504649
A,0.416148
C,0.213523
A,0.503863
C,0.503863
A,0.415798
C,0.211354
A,0.504236
C,0.504236
A,0.416444
C,0.212718
A,0.503899
C,0.503899
A,0.416495
C,0.213242
A,0.504648
C,0.504648
A,0.416803
C,0.213510
A,0.503870
C,0.503870
A,0.416119
C,0.212603
A,0.503410
C,0.503410
A,0.416905
C,0.214234
A,0.504214
C,0.504214
A,0.416184
C,0.213894
A,0.503108
C,0.503108
A,0.416253
C,0.213469
A,0.503030
C,0.503030
