type,peak
C,0.474922
A,0.505238
C,0.505238
A,0.473640
C,0.473640
A,0.503581
C,0.503581
A,0.475189
C,0.475189
A,0.504705
C,0.504705
A,0.474069
C,0.474069
A,0.503555
C,0.503555
A,0.473548
C,0.473548
A,0.504870
C,0.504870
A,0.476050
C,0.476050
A,0.504541
C,0.504541
A,0.473580
C,0.473580
A,0.503602
C,0.503602
A,0.474099
C,0.474099
A,0.503646
C,0.503646
A,0.473835
C,0.473835
A,0.503506
C,0.503506
A,0.476510
C,0.476510
A,0.505081
C,0.505081
A,0.473830
C,0.473830
A,0.506172
C,0.506172
A,0.472268
C,0.472268
A,0.505512
C,0.505512
A,0.474006
C,0.474006
A,0.506490
C,0.506490
A,0.475184
C,0.475184
A,0.504005
C,0.504005
A,0.473682
C,0.473682
A,0.504325
C,0.504325
A,0.474184
C,0.474184
A,0.504987
C,0.504987
A,0.473622
C,0.473622
A,0.503800
C,0.503800
A,0.472422
C,0.472422
A,0.505014
C,0.505014
A,0.475706
C,0.475706
A,0.503112
C,0.503112
A,0.473791
C,0.473791
A,0.504134
C,0.504134
A,0.473083
C,0.473083
A,0.504762
C,0.504762
A,0.473005
C,0.473005
A,0.504132
C,0.504132
A,0.475554
C,0.475554
A,0.504476
C,0.504476
A,0.474241
C,0.474241
A,0.504815
C,0.504815
A,0.474833
C,0.474833
A,0.505293
C,0.505293
A,0.473650
C,0.473650
A,0.505829
C,0.505829
A,0.476461
C,0.476461
A,0.506072
C,0.506072
A,0.474011
C,0.474011
A,0.502865
C,0.502865
A,0.474515
C,0.474515
A,0.504310
C,0.504310
A,0.473859
C,0.473859
A,0.504589
C,0.504589
A,0.473774
C,0.473774
A,0.503966
C,0.503966
A,0.474635
C,0.474635
A,0.502518
C,0.502518
A,0.475357
C,0.475357
A,0.503811
C,0.503811
A,0.474626
C,0.474626
A,0.504652
C,0.504652
A,0.473436
C,0.473436
A,0.505569
C,0.505569
A,0.474620
C,0.474620
A,0.505129
C,0.505129
A,0.472839
C,0.472839
A,0.503576
C,0.503576
A,0.474316
C,0.474316
A,0.504300
C,0.504300
A,0.472626
C,0.472626
A,0.503732
C,0.503732
A,0.473369
C,0.473369
A,0.503956
C,0.503956
A,0.473632
C,0.473632
A,0.504200
C,0.504200
A,0.473473
C,0.473473
A,0.504805
C,0.504805
A,0.474254
C,0.474254
A,0.503897
C,0.503897
A,0.472954
C,0.472954
A,0.505771
C,0.505771
A,0.475169
C,0.475169
A,0.504745
C,0.504745
A,0.475075
C,0.475075
A,0.503629
C,0.503629
A,0.475382
C,0.475382
A,0.505468
C,0.505468
A,0.474494
C,0.474494
A,0.505084
C,0.505084
A,0.473465
C,0.473465
A,0.504344
C,0.504344
A,0.475504
C,0.475504
A,0.504469
C,0.504469
A,0.475335
C,0.475335
A,0.505850
C,0.505850
A,0.474226
C,0.474226
A,0.503246
C,0.503246
A,0.473355
C,0.473355
A,0.504491
C,0.504491
A,0.476417
C,0.476417
A,0.503772
C,0.503772
A,0.472313
C,0.472313
A,0.503544
C,0.503544
A,0.474088
C,0.474088
A,0.507079
C,0.507079
A,0.473786
C,0.473786
A,0.505015
C,0.505015
A,0.475002
C,0.475002
A,0.503423
C,0.503423
A,0.474308
C,0.474308
A,0.503902
C,0.503902
A,0.473844
C,0.473844
A,0.504236
C,0.504236
A,0.473523
C,0.473523
A,0.507017
C,0.507017
A,0.472768
C,0.472768
A,0.504247
C,0.504247
A,0.474860
C,0.474860
A,0.504401
C,0.504401
A,0.474622
C,0.474622
A,0.503715
C,0.503715
A,0.473253
C,0.473253
A,0.503416
C,0.503416
A,0.473149
C,0.473149
A,0.504588
C,0.504588
A,0.474577
C,0.474577
A,0.504209
C,0.504209
A,0.475956
C,0.475956
A,0.503375
C,0.503375
A,0.474764
C,0.474764
A,0.504263
C,0.504263
A,0.474679
C,0.474679
A,0.505443
C,0.505443
A,0.473707
C,0.473707
A,0.504538
C,0.504538
A,0.474279
C,0.474279
